bug_id,issue_number,issue_url,reproducer_path,program,old_version,old_version_result,old_report_dir,new_version,new_version_result,new_report_dir,same_device_and_platform,env_old,env_new,issue_state,fix_pr_or_commit,fix_in_new_version,fix_evidence,evidence_type,checked_at
PT-0023,183082,https://github.com/pytorch/pytorch/issues/183082,plan/reproducers_gh/issue_183082_inductor_cpu_returns_wrong_argmax_after.py,issue_183082_inductor_cpu_returns_wrong_argmax_after,2.10.0+cpu,"diverged: value oracle [5 records, 16 tests, stage inductor_codegen; record.json triage.kinds (Kaggle CPU 2.10 run)]",plan/kaggle_out/chenyuefei_notebookf4aab87efb/plan/reports_gh_cpu_2.10,2.14.0+cpu,ok: no divergence in 16 tests,plan/kaggle_out/chenyuefei_notebook955c6cac50/plan/reports_gh_cpu_2.14,"yes: both Kaggle Linux CPU notebooks (side A f4aab87efb = 2.10.0+cpu; side B 955c6cac50 = 2.14.0+cpu), same plan_kaggle.zip, backend inductor, reruns=2","torch 2.10.0+cpu, Python 3.12.13, Linux 6.12.90+ x86_64 glibc 2.35, g++, backend inductor (environment.txt in report dirs)","torch 2.14.0+cpu, device cpu, backend inductor (isolated_children.log; no environment.txt pulled, Python/kernel not recorded)","closed (completed), closed 2026-05-20",closing commit b298938ef6; PR #183655 landed b298938ef6,yes,"closing-event commit b298938ef6: compare v2.14.0...sha = behind (fix_in_release.py, 2026-09-11) | PR #183655 (Fixes) landed b298938ef6 on 2026-05-20; vs v2.14.0: behind | PR #183972 closed, no landed commit found by commit search | PR #184191 closed, no landed commit found by commit search (Fixes)",version-diff + fix commit,2026-09-25
PT-0024,183121,https://github.com/pytorch/pytorch/issues/183121,plan/reproducers_gh/issue_183121_torch_compile_returns_wrong_shape_for_to.py,issue_183121_torch_compile_returns_wrong_shape_for_to,2.10.0+cpu,"diverged: metadata+value oracle [3 records, 16 tests, stage inductor_codegen; record.json triage.kinds (Kaggle CPU 2.10 run)]",plan/kaggle_out/chenyuefei_notebookf4aab87efb/plan/reports_gh_cpu_2.10,2.14.0+cpu,ok: no divergence in 16 tests,plan/kaggle_out/chenyuefei_notebook955c6cac50/plan/reports_gh_cpu_2.14,"yes: both Kaggle Linux CPU notebooks (side A f4aab87efb = 2.10.0+cpu; side B 955c6cac50 = 2.14.0+cpu), same plan_kaggle.zip, backend inductor, reruns=2","torch 2.10.0+cpu, Python 3.12.13, Linux 6.12.90+ x86_64 glibc 2.35, g++, backend inductor (environment.txt in report dirs)","torch 2.14.0+cpu, device cpu, backend inductor (isolated_children.log; no environment.txt pulled, Python/kernel not recorded)","closed (completed), closed 2026-05-12",none found (closed manually; no landed PR cross-referenced),unknown,"PR #183373 closed, no landed commit found by commit search",version-diff only,2026-09-25
PT-0025,183763,https://github.com/pytorch/pytorch/issues/183763,plan/reproducers_gh/issue_183763_torch_compile_overflows_torch_sinh_near.py,issue_183763_torch_compile_overflows_torch_sinh_near,2.10.0+cpu,"diverged: value oracle [4 records, 16 tests, stage inductor_codegen; record.json triage.kinds (Kaggle CPU 2.10 run)]",plan/kaggle_out/chenyuefei_notebookf4aab87efb/plan/reports_gh_cpu_2.10,2.14.0+cpu,ok: no divergence in 16 tests,plan/kaggle_out/chenyuefei_notebook955c6cac50/plan/reports_gh_cpu_2.14,"yes: both Kaggle Linux CPU notebooks (side A f4aab87efb = 2.10.0+cpu; side B 955c6cac50 = 2.14.0+cpu), same plan_kaggle.zip, backend inductor, reruns=2","torch 2.10.0+cpu, Python 3.12.13, Linux 6.12.90+ x86_64 glibc 2.35, g++, backend inductor (environment.txt in report dirs)","torch 2.14.0+cpu, device cpu, backend inductor (isolated_children.log; no environment.txt pulled, Python/kernel not recorded)","closed (completed), closed 2026-06-15",PR #184359 landed abb46fd178,yes,PR #184359 (Fixes) landed abb46fd178 on 2026-06-15; vs v2.14.0: behind,version-diff + fix commit,2026-09-25
PT-0026,183765,https://github.com/pytorch/pytorch/issues/183765,plan/reproducers_gh/issue_183765_torch_compile_overflows_torch_cosh_near.py,issue_183765_torch_compile_overflows_torch_cosh_near,2.10.0+cpu,"diverged: value oracle [4 records, 16 tests, stage inductor_codegen; record.json triage.kinds (Kaggle CPU 2.10 run)]",plan/kaggle_out/chenyuefei_notebookf4aab87efb/plan/reports_gh_cpu_2.10,2.14.0+cpu,ok: no divergence in 16 tests,plan/kaggle_out/chenyuefei_notebook955c6cac50/plan/reports_gh_cpu_2.14,"yes: both Kaggle Linux CPU notebooks (side A f4aab87efb = 2.10.0+cpu; side B 955c6cac50 = 2.14.0+cpu), same plan_kaggle.zip, backend inductor, reruns=2","torch 2.10.0+cpu, Python 3.12.13, Linux 6.12.90+ x86_64 glibc 2.35, g++, backend inductor (environment.txt in report dirs)","torch 2.14.0+cpu, device cpu, backend inductor (isolated_children.log; no environment.txt pulled, Python/kernel not recorded)","closed (completed), closed 2026-06-18",PR #184359 landed abb46fd178,yes,PR #184359 (Fixes) landed abb46fd178 on 2026-06-15; vs v2.14.0: behind,version-diff + fix commit,2026-09-25
PT-0027,183767,https://github.com/pytorch/pytorch/issues/183767,plan/reproducers_gh/issue_183767_torch_compile_returns_inf_for_torch_asin.py,issue_183767_torch_compile_returns_inf_for_torch_asin,2.10.0+cpu,"diverged: value oracle [4 records, 16 tests, stage inductor_codegen; record.json triage.kinds (Kaggle CPU 2.10 run)]",plan/kaggle_out/chenyuefei_notebookf4aab87efb/plan/reports_gh_cpu_2.10,2.14.0+cpu,ok: no divergence in 16 tests,plan/kaggle_out/chenyuefei_notebook955c6cac50/plan/reports_gh_cpu_2.14,"yes: both Kaggle Linux CPU notebooks (side A f4aab87efb = 2.10.0+cpu; side B 955c6cac50 = 2.14.0+cpu), same plan_kaggle.zip, backend inductor, reruns=2","torch 2.10.0+cpu, Python 3.12.13, Linux 6.12.90+ x86_64 glibc 2.35, g++, backend inductor (environment.txt in report dirs)","torch 2.14.0+cpu, device cpu, backend inductor (isolated_children.log; no environment.txt pulled, Python/kernel not recorded)","closed (completed), closed 2026-06-11","candidate: PR #184359 (references the issue, no Fixes keyword) landed abb46fd178",probable: in v2.14.0,"PR #183909 closed, no landed commit found by commit search (Fixes) | PR #184359 (references issue) landed abb46fd178 on 2026-06-15; vs v2.14.0: behind",version-diff only,2026-09-25
PT-0028,185330,https://github.com/pytorch/pytorch/issues/185330,plan/reproducers_gh/issue_185330_inductor_torch_index_select_on_uint16_in.py,issue_185330_inductor_torch_index_select_on_uint16_in,2.10.0+cpu,"diverged (kind unknown) [1 records, 1 tests, stage inductor_codegen; record dirs not pulled; kind unknown]",plan/kaggle_out/chenyuefei_notebookf4aab87efb/plan/reports_gh_cpu_2.10,2.14.0+cpu,ok: no divergence in 3 tests,plan/kaggle_out/chenyuefei_notebook955c6cac50/plan/reports_gh_cpu_2.14,"yes: both Kaggle Linux CPU notebooks (side A f4aab87efb = 2.10.0+cpu; side B 955c6cac50 = 2.14.0+cpu), same plan_kaggle.zip, backend inductor, reruns=2","torch 2.10.0+cpu, Python 3.12.13, Linux 6.12.90+ x86_64 glibc 2.35, g++, backend inductor (environment.txt in report dirs)","torch 2.14.0+cpu, device cpu, backend inductor (isolated_children.log; no environment.txt pulled, Python/kernel not recorded)","closed (completed), closed 2026-06-01",none found (closed manually; no landed PR cross-referenced),unknown,no closing commit and no cross-referenced PR found,version-diff only,2026-09-25
PT-0029,187018,https://github.com/pytorch/pytorch/issues/187018,plan/reproducers_gh/issue_187018_abs_on_uint8_silently_miscompiled_via_st.py,issue_187018_abs_on_uint8_silently_miscompiled_via_st,2.10.0+cpu,"diverged: value oracle [2 records, 3 tests, stage inductor_codegen; record.json triage.kinds (Kaggle CPU 2.10 run)]",plan/kaggle_out/chenyuefei_notebookf4aab87efb/plan/reports_gh_cpu_2.10,2.14.0+cpu,ok: no divergence in 3 tests,plan/kaggle_out/chenyuefei_notebook955c6cac50/plan/reports_gh_cpu_2.14,"yes: both Kaggle Linux CPU notebooks (side A f4aab87efb = 2.10.0+cpu; side B 955c6cac50 = 2.14.0+cpu), same plan_kaggle.zip, backend inductor, reruns=2","torch 2.10.0+cpu, Python 3.12.13, Linux 6.12.90+ x86_64 glibc 2.35, g++, backend inductor (environment.txt in report dirs)","torch 2.14.0+cpu, device cpu, backend inductor (isolated_children.log; no environment.txt pulled, Python/kernel not recorded)","closed (completed), closed 2026-06-14",PR #187024 landed ef129df4d6,yes,PR #187024 (Fixes) landed ef129df4d6 on 2026-06-14; vs v2.14.0: behind,version-diff + fix commit,2026-09-25
PT-0030,187027,https://github.com/pytorch/pytorch/issues/187027,plan/reproducers_gh/issue_187027_flip_after_repeat_interleave_generates_n.py,issue_187027_flip_after_repeat_interleave_generates_n,2.10.0+cpu,"diverged: value oracle [1 records, 3 tests, stage inductor_codegen; kind taken from the T4 2.10.0+cu128 run (gpu_reports_gh_cpu_set); Kaggle CPU record dirs not pulled]",plan/kaggle_out/chenyuefei_notebookf4aab87efb/plan/reports_gh_cpu_2.10,2.14.0+cpu,ok: no divergence in 3 tests,plan/kaggle_out/chenyuefei_notebook955c6cac50/plan/reports_gh_cpu_2.14,"yes: both Kaggle Linux CPU notebooks (side A f4aab87efb = 2.10.0+cpu; side B 955c6cac50 = 2.14.0+cpu), same plan_kaggle.zip, backend inductor, reruns=2","torch 2.10.0+cpu, Python 3.12.13, Linux 6.12.90+ x86_64 glibc 2.35, g++, backend inductor (environment.txt in report dirs)","torch 2.14.0+cpu, device cpu, backend inductor (isolated_children.log; no environment.txt pulled, Python/kernel not recorded)","closed (completed), closed 2026-08-28",none found (closed manually; no landed PR cross-referenced),unknown,"PR #184392 closed, no landed commit found by commit search (Fixes)",version-diff only,2026-09-25
PT-0031,188084,https://github.com/pytorch/pytorch/issues/188084,plan/reproducers_gh/issue_188084_bug_inductor_reinplaces_index_put_on_exp.py,issue_188084_bug_inductor_reinplaces_index_put_on_exp,2.10.0+cpu,"diverged: compiled raises where eager returns (exception) [4 records, 14 tests, stage dynamo_capture; record.json triage.kinds (Kaggle CPU 2.10 run)]",plan/kaggle_out/chenyuefei_notebookf4aab87efb/plan/reports_gh_cpu_2.10,2.14.0+cpu,ok: no divergence in 14 tests,plan/kaggle_out/chenyuefei_notebook955c6cac50/plan/reports_gh_cpu_2.14,"yes: both Kaggle Linux CPU notebooks (side A f4aab87efb = 2.10.0+cpu; side B 955c6cac50 = 2.14.0+cpu), same plan_kaggle.zip, backend inductor, reruns=2","torch 2.10.0+cpu, Python 3.12.13, Linux 6.12.90+ x86_64 glibc 2.35, g++, backend inductor (environment.txt in report dirs)","torch 2.14.0+cpu, device cpu, backend inductor (isolated_children.log; no environment.txt pulled, Python/kernel not recorded)","closed (completed), closed 2026-06-24",none found (closed manually; no landed PR cross-referenced),unknown,no closing commit and no cross-referenced PR found,version-diff only,2026-09-25
PT-0032,189518,https://github.com/pytorch/pytorch/issues/189518,plan/reproducers_gh/issue_189518_inductor_s_pointless_cumsum_replacement.py,issue_189518_inductor_s_pointless_cumsum_replacement,2.10.0+cpu,"diverged: metadata+value oracle [2 records, 3 tests, stage inductor_codegen; record.json triage.kinds (Kaggle CPU 2.10 run)]",plan/kaggle_out/chenyuefei_notebookf4aab87efb/plan/reports_gh_cpu_2.10,2.14.0+cpu,ok: no divergence in 3 tests,plan/kaggle_out/chenyuefei_notebook955c6cac50/plan/reports_gh_cpu_2.14,"yes: both Kaggle Linux CPU notebooks (side A f4aab87efb = 2.10.0+cpu; side B 955c6cac50 = 2.14.0+cpu), same plan_kaggle.zip, backend inductor, reruns=2","torch 2.10.0+cpu, Python 3.12.13, Linux 6.12.90+ x86_64 glibc 2.35, g++, backend inductor (environment.txt in report dirs)","torch 2.14.0+cpu, device cpu, backend inductor (isolated_children.log; no environment.txt pulled, Python/kernel not recorded)","closed (completed), closed 2026-07-12",closing commit 62cdf554bc; PR #189533 landed 62cdf554bc,yes,"closing-event commit 62cdf554bc: compare v2.14.0...sha = behind (fix_in_release.py, 2026-09-11) | PR #189533 (Fixes) landed 62cdf554bc on 2026-07-12; vs v2.14.0: behind | PR #189551 closed, no landed commit found by commit search (Fixes) | PR #190328 (Fixes) landed aabec3056e on 2026-07-20; vs v2.14.0: behind",version-diff + fix commit,2026-09-25
PT-0033,189528,https://github.com/pytorch/pytorch/issues/189528,plan/reproducers_gh/issue_189528_cond_inductor_nameerror_on_inner_dim_bra.py,issue_189528_cond_inductor_nameerror_on_inner_dim_bra,2.10.0+cpu,"diverged: compiled raises where eager returns (exception) [1 records, 1 tests, stage dynamo_capture; kind taken from the T4 2.10.0+cu128 run (gpu_reports_gh_cpu_set); Kaggle CPU record dirs not pulled]",plan/kaggle_out/chenyuefei_notebookf4aab87efb/plan/reports_gh_cpu_2.10,2.14.0+cpu,ok: no divergence in 16 tests,plan/kaggle_out/chenyuefei_notebook955c6cac50/plan/reports_gh_cpu_2.14,"yes: both Kaggle Linux CPU notebooks (side A f4aab87efb = 2.10.0+cpu; side B 955c6cac50 = 2.14.0+cpu), same plan_kaggle.zip, backend inductor, reruns=2","torch 2.10.0+cpu, Python 3.12.13, Linux 6.12.90+ x86_64 glibc 2.35, g++, backend inductor (environment.txt in report dirs)","torch 2.14.0+cpu, device cpu, backend inductor (isolated_children.log; no environment.txt pulled, Python/kernel not recorded)","closed (completed), closed 2026-07-19",PR #189529 landed 9a2bccfb87,yes,PR #189529 (Fixes) landed 9a2bccfb87 on 2026-07-19; vs v2.14.0: behind | PR #189525 (references issue) landed e3b76fe5ff on 2026-07-18; vs v2.14.0: behind,version-diff + fix commit,2026-09-25
PT-0034,190755,https://github.com/pytorch/pytorch/issues/190755,plan/reproducers_gh/issue_190755_some_dynamo_descriptors_tp_descr_get_imp.py,issue_190755_some_dynamo_descriptors_tp_descr_get_imp,2.10.0+cpu,"diverged: value oracle [4 records, 16 tests, stage dynamo_capture; record.json triage.kinds (Kaggle CPU 2.10 run)]",plan/kaggle_out/chenyuefei_notebookf4aab87efb/plan/reports_gh_cpu_2.10,2.14.0+cpu,ok: no divergence in 16 tests,plan/kaggle_out/chenyuefei_notebook955c6cac50/plan/reports_gh_cpu_2.14,"yes: both Kaggle Linux CPU notebooks (side A f4aab87efb = 2.10.0+cpu; side B 955c6cac50 = 2.14.0+cpu), same plan_kaggle.zip, backend inductor, reruns=2","torch 2.10.0+cpu, Python 3.12.13, Linux 6.12.90+ x86_64 glibc 2.35, g++, backend inductor (environment.txt in report dirs)","torch 2.14.0+cpu, device cpu, backend inductor (isolated_children.log; no environment.txt pulled, Python/kernel not recorded)","closed (completed), closed 2026-07-28",closing commit 809044678a; PR #190776 landed 809044678a,yes,"closing-event commit 809044678a: compare v2.14.0...sha = behind (fix_in_release.py, 2026-09-11) | PR #190776 (Fixes) landed 809044678a on 2026-07-28; vs v2.14.0: behind | PR #190258 (references issue) landed fc65eec07d on 2026-07-30; vs v2.14.0: behind | PR #191261 closed, no landed commit found by commit search (Fixes)",version-diff + fix commit,2026-09-25
PT-0035,195422,https://github.com/pytorch/pytorch/issues/195422,plan/reproducers_gh/issue_195422_inductor_torch_compile_silently_drops_an.py,issue_195422_inductor_torch_compile_silently_drops_an,2.10.0+cpu,"diverged: alias+mutation oracle [3 records, 16 tests, stage aot_functionalization; record.json triage.kinds (Kaggle CPU 2.10 run)]",plan/kaggle_out/chenyuefei_notebookf4aab87efb/plan/reports_gh_cpu_2.10,2.14.0+cpu,ok: no divergence in 16 tests,plan/kaggle_out/chenyuefei_notebook955c6cac50/plan/reports_gh_cpu_2.14,"yes: both Kaggle Linux CPU notebooks (side A f4aab87efb = 2.10.0+cpu; side B 955c6cac50 = 2.14.0+cpu), same plan_kaggle.zip, backend inductor, reruns=2","torch 2.10.0+cpu, Python 3.12.13, Linux 6.12.90+ x86_64 glibc 2.35, g++, backend inductor (environment.txt in report dirs)","torch 2.14.0+cpu, device cpu, backend inductor (isolated_children.log; no environment.txt pulled, Python/kernel not recorded)","closed (completed), closed 2026-09-01",none found (closed manually; no landed PR cross-referenced),unknown,no closing commit and no cross-referenced PR found,version-diff only,2026-09-25
